movie_id,movie_name,year,genre,overview,director,cast,emotions,language,industry,runtime,rating,imdb_id,plot
2155,Shagird,2011,"Action, Crime, Drama","A rookie cop questions the tactics of his superior, and attempts to track the abductors of his girlfriend.",Tigmanshu Dhulia,"Nana Patekar, Mohit Ahlawat, Rimi Sen, Anurag Kashyap","Frustration, Tension, Suspense, Anger, Disgust, Fear",Hindi,Bollywood,136,6.8,tt1828289,"""A rookie cop questions the tactics of his superior, and attempts to track the abductors of his girlfriend. Sub-Inspector Mohit Kumar joins Delhi Police' Crime Branch and is instructed to work under the supervision of Senior Police Inspector Hanumant Singh, who lives with his wife and school-going son, Nikhil. Mohit witnesses Hanumant's family come under attack and becomes sympathetic - especially when the media - including his Aaj Tak Reporter and girlfriend, Varsha Mathur - criticizes him. Mohit does change his mind about Hanumant when he witnesses the latter break the laws as well as accept bribes and shares it with other police officers with impunity. Mohit will not only face career and personal challenges when he decides to oppose politically-connected Hanumant, but also when Varsha, along with two other journalists, will be abducted by Islamic terrorists.—rAjOo (gunwanti@hotmail.com)"""
2156,Ishaqzaade,2012,"Action, Drama, Romance",A love story of a passion ignited by hatred. Of two people. Born to hate. Destined to love.,Habib Faisal,"Arjun Kapoor, Parineeti Chopra, Gauahar Khan, Anil Rastogi","Romantic, Excitement, Anger, Revenge, Sadness, Frustration",Hindi,Bollywood,133,6.2,tt2308773,"""A love story of a passion ignited by hatred. Of two people. Born to hate. Destined to love. Rising from the ashes of hooliganism and small town wars, comes a passionate love story ignited by hatred. A story of two people who were born to hate but destined to love. One kingdom. One throne. Two wild animals. One totally unpredictable and the other - ferocious. A battle, deafened by the sounds of hate, revenge, bullets and deceit. A story about two fiery bloods played by Arjun Kapoor and Parineeti Chopra, and their fight for power and supremacy. A love story brewing in a small town - burning with hatred.—Official source"""
2157,Do Anjaane,1976,Drama,A man (Amitabh Bachchan) is found wounded on railway tracks and when he awakens he has no memory of who he is and doesn't remember anything about his life. Six years later he is living with...                See full summary »,Dulal Guha,"Amitabh Bachchan, Rekha, Prem Chopra, Pradeep Kumar","Sad, Nostalgic, Melancholy, Suspenseful, Mysterious, Sympathetic",Hindi,Bollywood,165,Error,tt0074417,"""A man (Amitabh Bachchan) is found wounded on railway tracks and when he awakens he has no memory of who he is and doesn't remember anything about his life. Six years later he is living with a wealthy couple and is now named Naresh Dutt. One day he begins to regain his memory when he watches a film and realizes that the actress in the film is related to him somehow. It is then that he discovers the actress in the film is none other than his wife Rekha Roy (Rekha). He finds out that she is now a very successful film actress changing her name to Sunita Devi and her manager is none other than Ranjeet Malik (Prem Chopra) who used to be his best friend. In flashbacks he remembers that his real name is Amit Roy and Ranjit was the one who attempted to kill him six years earlier by throwing him off the train he was traveling on with Rekha. Amit also discovers that his young son who is now 10 years old has been sent to a boarding school and sets out a plan to regain custody of his son. First however he plans on taking revenge against Ranjit. Amit comes up with a plan to re-enter Rekha and Ranjit's lives by disguising himself as a film producer. He meets with Rekha and Ranjit and offers Rekha the opportunity to act in his new film titled Do Anjaane. Rekha and Ranjit grow suspicious of Naresh Dutt as they start to realize that he bears a striking resemblance to Rekha's supposedly deceased husband Amit Roy and the storyline of his film eerily mirrors Rekha's past life. Will she discover the true identity of Naresh Dutt? and what revenge has Amit/Naresh got planned for Ranjit?—gavin@sunny_deol2009@yahoo.com The story of a man who is found wounded in a coma besides railway tracks. After waking up from the coma he realizes that he does not know who he is and where he has come from. One Day when he is watching a movie, he is astonished as he feels that the actress of the movie was related to him, just that second his whole life comes back to him and he is now fully aware about the incidents that took place.—Anonymous"""
2158,Chalta Purza,1977,"Action, Thriller","Rajesh Khanna plays the role of Amar an unemployed struggle in life, just because he believes in honesty. Ammar's eyes open when his mother dies in a car accident. He realizes that his ...                See full summary »",Bhappi Sonie,"Rajesh Khanna, Parveen Babi, Rakesh Roshan, Ajit Khan","Happy, Excited, Romantic, Relaxed, Frustrated, Tired",Hindi,Bollywood,Data 190,5.6,tt0381079,"""Rajesh Khanna plays the role of Amar an unemployed struggle in life, just because he believes in honesty. Ammar's eyes open when his mother dies in a car accident. He realizes that his mother could not be safe due to his honest ways. To improve his lifestyle he joins the gang f the notorious criminal CAPTAIN, where he immediately becomes their favorite henchman. Things change for Amar when he learns that an old friend of his has joined the police force and has been assigned to nab CAPTAIN and his gang."""
2159,Safar,1970,"Drama, Romance",Dr Neela is asked to assist in a a surgery by her senior Dr Chandra but the patient passes away and Dr Chandra tells her that patient had zero chances of survival and he asked her to ...                See full summary »,Asit Sen,"Rajesh Khanna, Sharmila Tagore, Feroz Khan, Ashok Kumar","Lonely, Depressed, Tired, Frustrated, Sad, Anxious",Hindi,Bollywood,<number>,Error,tt0148692,"""Dr Neela is asked to assist in a a surgery by her senior Dr Chandra but the patient passes away and Dr Chandra tells her that patient had zero chances of survival and he asked her to perform surgery so that she comes out of her past trauma.The patient sons comes to Neela's cabin and starts accusing her for killing his mother,where Neela recollects her past.She belonged to a poor family and was studying medical were she met a fellow student Avinash who was also financially weak and a good artist but suffering from terminal illness.Neela and Avinash met with a bad note but turned out to be good friends in order to overcome her financial crisis Dr Chandra asks Neela to give tut-ions to Monto whose son of a businessmen Shekar. During this period Shekar starts developing liking for Neela but she is attracted to Avinash,Shekar meets Avinash as he is the only one who can convince Neela for marriage.Avinash convinces Neela by reveling the truth that he is suffering from blood cancer and has very less time to live.A broken heart ed Neela marries Shekar but still has soft corner for Avinash as a friend leaving Shekar suspicious.—alex.mjacko@gmail.com Neela and Avinash are medical students, and are attracted to each other. But Avinash is poor and wants Neela to live a comfortable life. When Neela, who tutors Monto Kappor, meets his elder businessman brother, Shekhar, he instantly falls in love with her. He goes to propose marriage with her and meets her brother, Kalidas, but is told that he should instead meet with Avinash. So Shekhar introduces himself to Avinash, tells him of his intentions, and Avinash instantly approves of him, and subsequently Shekhar and Neela are married. Both are concerned that Avinash did not attend the marriage. After a harmonious honeymoon, both return to their lives, and Shekhar would like Neela to continue with her medical studies. It is then he finds that Neela has been meeting on the sly with Avinash, and asks Monto to follow her everywhere and report to him, which he does. After considering all the facts, Shekhar comes to the conclusion that Neela is in love with Avinash and confronts her, they quarrel, he drinks his medicine, and passes out. The next day the police arrest Neela on the charge of murder. With Avinash nowhere to be found, Neela has now to face life behind bars - or even the death sentence.—rAjOo (gunwanti@hotmail.com)"""
2160,Badhaai Ho Badhaai,2002,"Comedy, Drama, Musical","The D'Souza and Chaddha families are neighbors and have been good friends for as long as they can remember; despite their diverse religious and cultural beliefs, they celebrate Diwali and ...                See full summary »",Satish Kaushik,"Anil Kapoor, Rana Jung Bahadur, S.K. Batra, Panni Chatterjee","Happy, Amused, Nostalgic, Loving, Comforted, Satisfied",Hindi,Bollywood,120,6.8,tt0325041,"""The D'Souza and Chaddha families are neighbors and have been good friends for as long as they can remember; despite their diverse religious and cultural beliefs, they celebrate Diwali and Christmas with cheer and gusto. Then Anjali Chaddha and Steven D'Souza fall in love, and this brings an end to the friendship. Anjali and Steven elope, marry, and re-locate, leaving the two families to live with bitterness the rest of their lives. 27 years later, a young man claiming to be the son of Anjali and Steven comes to visit his paternal and maternal grandparents, and is cold-shouldered by both families. He persists and wins over the hearts of all his grandparents, but before he can win over his Jassi mama and Moses chacha, they find out that Raja is not who he claims to be.—rAjOo (gunwanti@hotmail.com)"""
2161,Tera Intezaar,2017,"Romance, Thriller",A woman sets out to uncover how her lover went missing.,Raajeev Walia,"Arbaaz Khan, Sunny Leone, Bhani Singh, Salil Ankola","Romantic, Anxious, Frustrated, Lonely, Sad, Depressed",Hindi,Bollywood,107,2,tt5784852,"""A woman sets out to uncover how her lover went missing. Vikra, Areena, Jahanasheen, and Bobby enter a bungalow to steal paintings, but some paranormal activity traps them inside a painting. but due to some paranormal activity they get trapped inside the painting and reach the place in reality where the paintings belong. Raunak wakes up to see that all four are trapped inside a painting but soon realizes that they have shuffled to another painting and Jahanasheen is missing. Raunak soon realizes that her lover Veer, who is behind the paintings, is also missing, and gets help from women known to have paranormal powers. Raunak starts to tell her the events before Veer went missing.—alex.mjacko@gmail.com"""
2162,Sehra,1963,"Drama, Romance","This vintage Bollywood drama centers on a courageous girl named Angara, who finds herself torn between true love and loyalty to her gypsy band and her father when she falls for Vikram, a warrior from a rival clan.",Shantaram Rajaram Vankudre,"Sandhya, Lalita Pawar, Prashanth, Mumtaz Askari","Romantic, Nostalgic, Happy, Hopeful, Peaceful, Loving",Hindi,Bollywood,141,6.2,tt0176128,"""This vintage Bollywood drama centers on a courageous girl named Angara, who finds herself torn between true love and loyalty to her gypsy band and her father when she falls for Vikram, a warrior from a rival clan."""
2163,Welcome to Sajjanpur,2008,"Comedy, Drama","An educated man spends his days writing letters for the varied inhabitants of his small, poor, and illiterate village, in this political and social satire.",Shyam Benegal,"Shreyas Talpade, Amrita Rao, Ravi Kishan, Ila Arun","happy, sad, frustrated, relaxed, lonely, depressed",Hindi,Bollywood,96,6.8,tt1221139,"""An educated man spends his days writing letters for the varied inhabitants of his small, poor, and illiterate village, in this political and social satire. It was Jawaharlal Nehru who changed the name of a small town, Durjanpur, to Sajjanpur, and that was about all the change that had occurred there since then. The town still lacks adequate infrastructure, no safe drinking water; in a 24 hour period, electricity is out for almost 23 hours, and most people, even though they own mobile phones, cannot speak or write English. One of the residents, who does speak and write English fluently, Mahadev Kuswah, lives with his mother, and both run a small fresh vegetable store after his dad abandoned them when he was very young. He has since obtained a degree from Satna University, and assists residents with written correspondence for a fee. Amongst his clients are Man Singh - who wants his homicidal wife to stand for the Municipal elections; a eunuch, Munnibai Mukhrani, who also to stands for elections; a snake charmer who is trying to make a living with fake snakes and is trying to locate his father; Ram Kumar, who is in love with a widow, Shobha; frantic Ramsakhi Pannawali, who desperately wants to marry off her rebellious Manglik daughter, Vindhya, to a Saturday-born dog; while Mahadev uses his skills to break Kamla's marriage with Bansiram.—rAjOo (gunwanti@hotmail.com)"""
2164,Ram-Avtar,1988,"Action, Drama, Romance",Ram and Avtar are both childhood best friends. The difference between the two friends is that Ram would willingly make priceless sacrifice for his friend; the time when both are separated ...                See full summary »,Sunil Hingorani,"Sunny Deol, Anil Kapoor, Sridevi, Shakti Kapoor","devotion, sadness, helplessness, anger, fear, hope",Hindi,Bollywood,163,4.8,tt0095955,"""Ram and Avtar are both childhood best friends. The difference between the two friends is that Ram would willingly make priceless sacrifice for his friend; the time when both are separated is when Ram goes abroad to further his studies. In the mean while Avtar takes up employment in an organization run by Sangeeta. Avtar is romantically attracted to Sangeeta but Sangeeta falls in love with Ram; when Ram gets to know that Avtar is in love with Sangeeta he decides to sacrifice his love for his friend sake by getting Avtar married to Sangeeta. But one of Sangeeta's enemies Gundappaswami is willing to expose Ram and Sangeeta's relationship to Avtar.—gavin (racktoo@hotmail.com) Avtar (Anil Kapoor) is employed in an organization that is run by Sangeeta (Sridevi). He falls in love with her. His best friend, Ram (Sunny Deol) arrives there to meet him, and also falls in love with Sangeeta, who also falls in love with him. Ram comes to know that Avtar loves Sangeeta, and for the sake of their friendship, he steps away, and allows them to marry each other. Some time later, Gundappa Swami (Shakti Kapoor), while dying, tells Avtar that his wife is a woman of questionable character. Avtar starts suspecting his wife, and his wife calls upon Ram for help. How will Ram's arrival assist their marriage?—rAjOo (gunwanti@hotmail.com)"""
2165,Mosagallu,2021,"Crime, Drama, Thriller",The story of the world's biggest I.T. scam.,Jeffrey Gee Chin,"Vishnu Manchu, Kajal Aggarwal, Suniel Shetty, Ruhi Singh","Excitement, Anxiety, Frustration, Anger, Tension, Revenge",Telugu,Tollywood,131,4.4,tt11536262,"""The story of the world's biggest I.T. scam."""
2166,Sardar Ka Grandson,2021,"Comedy, Drama, Romance",A devoted grandson embarks on a complicated and comic journey to fulfill his ailing grandmother's last wish.,Kaashvi Nair,"John Abraham, Rakul Preet Singh, Aditi Rao Hydari, Arjun Kapoor","Happy, Nostalgic, Sentimental, Loving, Comforted, Satisfied",Hindi,Bollywood,139,4.1,tt11213600,"""A devoted grandson embarks on a complicated and comic journey to fulfill his ailing grandmother's last wish."""
2167,Always Kabhi Kabhi,2011,"Comedy, Crime, Drama","A story centered on four students coming of age during a year at their school, St. Marks.",Roshan Abbas,"Samir Chandra, Lillete Dubey, Satyajeet Dubey, Ali Fazal","Romantic, Happy, Excited, Anxious, Frustrated, Lonely",Hindi,Bollywood,125,3,tt1937092,"""A story centered on four students coming of age during a year at their school, St. Marks. Sameer Khanna lives a wealthy lifestyle along with his dad, Adesh, and mom, Suman, and studies in St. Marks High School. He is attracted to statuesque London-returned student, Aishwarya Dhawan, while his close friend, Tariq Naqvi, likes Nandini Oberoi. The four hang out together, though Nandini is resentful of Aishwarya and her parents, and even play characters in Shakespeare's Romeo & Juliet. The four, while attending a wild party, have to flee when the police raid the premise. Three are able to get away, but Sameer is apprehended, held in a cell, and beaten by two police inspectors - who claim they have evidence that he is a drug peddler. They agree to let him go provided he bribes them with Rs.50,000/-. The question remains what will Sameer do under these circumstances?—rAjOo (gunwanti@hotmail.com)"""
2168,Xcuse Me,2003,Comedy,"Chantu and Bantu are two meddling friends who join a hotel management program in Goa by deceit. During their training, they expose the illicit activities of many hotel personnel and guests.",N. Chandra,"Sharman Joshi, Sahil Khan, Anil Chaudhary, Snehal Dabi","frustration, confusion, annoyance, anger, discomfort, cringe",Hindi,Bollywood,120,5.6,tt0383719,"""Chantu and Bantu are two meddling friends who join a hotel management program in Goa by deceit. During their training, they expose the illicit activities of many hotel personnel and guests. Chantu and Bantu are unemployed, and are able to get any employment due to lack of experience. They come across an advertisement for hotel management trainees in Goa, and make their way there. Once there, they hoodwink the trainer by posing as the nephew of the owner of the hotel, and thus enroll themselves in the training course. They set about making enemies by exposing several employees and guests, and earning their wrath, and in the process end up wooing the daughters of the two owners of the hotel. Things turn sore for the two, when the guests and former employees get together to avenge their humiliation.—rAjOo (gunwanti@hotmail.com)"""
2169,Chuhiya,2022,,"This Story is the most comprehensive look at the Education System, Caste System and Gender Inequality in India. Motivated by ancient religious edicts, no amount of governmental ...                See full summary »",Hyder Kazmi,"Hyder Kazmi, Onkar Das Manikpuri, Anupama Prakash, Akshay Verma","happy, excited, romantic, relaxed, lonely, frustrated",Hindi,Bollywood,Error,7.1,tt15820306,"""A look at the Education System, Caste System and Gender Inequality in India. Where no amount of governmental encouragement has been able to stem the tragic custom that separates human beings according to their Caste and Gender. This Story is the most comprehensive look at the Education System, Caste System and Gender Inequality in India. Motivated by ancient religious edicts, no amount of governmental encouragement like ""Beti Bachaao.. Beti Padhaao"" has been able to stem the tragic custom that separates human beings according to their Caste and Gender. Those considered Lower caste suffer more than isolation, specially Women. They are forced to fulfill menial tasks in their communities, they are not allowed to receive proper Education, Females of Lower caste are treated as Sex Objects in rural areas of India. Chuhiya a Chirpy and Bubbly girl Staying in a small village called ""Pali"" leads a Good life till she doesn't get Stalked by the ""Upper caste Boys"" from her village. They try to molest her and Even try to Kidnap her for their sexual needs. But Chuhiya seems to be lucky when Her School teacher saves her from the Kidnapping and Complaints about the incident to the ""Pradhan"" of the village. From here things turn out to be worst as those Upper Caste boys Gang rape Chuhiya and make her MMS. When ""Prashant"" the School teacher realizes that things are getting worsen day by day. He decides to fight for Chuhiya. But Prashant faces alot of Torment from Pradhan's Son who Raped Chuhiya. At the End Prashant goes to jail in False Accusation for Having an Affair with a Minor Girl and making her Pregnant. Later the Panchayat decides to Boycott Prashant from the village and Chuhiya is forced to Stop her schooling.—Manoj Pandey"""
2170,Dillagi,1999,"Drama, Musical, Romance","When Ranvir, the responsible elder brother of a middle-class Indian family, realises that his reckless younger brother Rajvir is in love, he arranges for Rajvir's marriage, not realising that the girl is the same person he is in love with.",Sunny Deol,"Sunny Deol, Bobby Deol, Urmila Matondkar, Dara Singh Randhawa","Romantic, Happy, Sad, Frustrated, Excited, Lonely",Hindi,Bollywood,161,6.1,tt0225515,"""When Ranvir, the responsible elder brother of a middle-class Indian family, realises that his reckless younger brother Rajvir is in love, he arranges for Rajvir's marriage, not realising that the girl is the same person he is in love with. Brothers Ranvir and Rajvir move with their parents to Mumbai. They endure numerous hardships, but their will to survive prevails and they succeed. Soon their parents pass away, leaving young Rajvir in the care of Ranvir. Now wealthy beyond any means, Ranvir runs the business and Rajvir lives recklessly. When Rajvir falls in love, Ranvir arranges his marriage, but to his dismay finds out that he has arranged for his brother to marry the girl he loves.—gavin@sunny_deol2009@yahoo.com"""
2171,Love Love Love,1989,"Drama, Romance","Amit, the son of a taxi driver, and Reema, a rich business man's daughter, fall in love. However Reema's father wants to marry her to Vicky, who's father is the biggest gangster in Mumbai. How will their love triumph?",Babbar Subhash,"Aamir Khan, Juhi Chawla, Gulshan Grover, Dalip Tahil","Romantic, Happy, Excited, Relaxed, Content, Hopeful",Hindi,Bollywood,98,Error,tt0097784,"""Amit, the son of a taxi driver, and Reema, a rich business man's daughter, fall in love. However Reema's father wants to marry her to Vicky, who's father is the biggest gangster in Mumbai. How will their love triumph? Widowed businessman, Sudhirbhai lives a wealthy lifestyle with his son, Vikram, who is student at National College. He is very affectionate toward Vikram and will do anything for him. His business partner is Goswami, who is also widowed, and has two children, a son, Mahesh, a daughter, Reema, who are good friends of Vikram, and the two businessmen expect to cement their relationship by getting Reema married to Vikram. But when Reema meets and falls in love with Amit Verma, who lives with his taxi-driver dad, mom - Shanti, and sister - Munni, things change dramatically as Sudhirbhai uses his underworld contacts in order to pressurize Verma to get his son to forget Reema, and he does this by destroying his taxi by a bomb. Verma does manage to convince Amit to stay away from Reema, but both meet again and renew their love - prompting Sudhirbhai to threaten Reema that he will get Amit gravely injured, and possibly killed, if she does not get married to Vikram. Reema has one choice now - to forget Amit for his very own safety, and tie the knot with Vikram.—rAjOo (gunwanti@hotmail.com)"""
2172,Raaz 3: The Third Dimension,2012,"Horror, Romance, Thriller","When an ingénue's sudden popularity threatens to shove her out of the spotlight, a movie star uses black magic in an attempt to derail her career.",Vikram Bhatt,"Bipasha Basu, Emraan Hashmi, Esha Gupta, Samir Chandra","Fear, Anxiety, Horror, Disgust, Desperation, Vulnerability",Hindi,Bollywood,137,4.1,tt2140315,"""When an ingénue's sudden popularity threatens to shove her out of the spotlight, a movie star uses black magic in an attempt to derail her career. The story revolves around Shanaya (Bipasha Basu), an actress at the height of her success. She gets offered the best roles and wins all the awards she's nominated for. In addition, she also has a passionate affair with a handsome director named Aditya (Emraan Hashmi). This all ends when a younger actress, Sanjana (Esha Gupta) makes her film debut. Suddenly, Shanaya seems forgotten and everybody only wants to work with Sanjana. Soon enough, Aditya also leaves Shanaya for Sanjana, and Shanaya sees her career fading away and she slowly becomes crazy. She begins to turn to black magic and makes it her goal in life to destroy Sanjana and get back the man she loves, Aditya.—Raaz3"""
2173,Ragini MMS,2011,"Drama, Horror, Mystery","Out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity.",Pavan Kirpalani,"Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice","Fear, Suspense, Disgust, Anxiety, Distress, Paranoia",Hindi,Bollywood,98,3.4,tt1890513,"""Out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity. Ragini MMS is a sensuous paranormal film, shot as if in real time! The quintessential couple, Ragini and Uday, set out to have a dirty weekend at a friend's farmhouse on the outskirts of Mumbai. The weekend getaway quickly changes gears as they find themselves in a house that has been rigged with cameras in Bigg Boss style. The cameras that were meant to capture love-making are witness to something that is beyond the realm of human understanding...something metaphysical.... Within the confines of this house, Ragini and Uday are now at the mercy of an unexplainable paranormal force. With sundown approaching, what will the new entrants of the house do? Positively, among the most keenly awaited films of the season, Ragini MMS, a hybrid of fact and fiction, is thrilling voyeurism from the producers of Love Sex Aur Dhokha. The scariest date movie, buffering in Theatres on Friday the 13th May!—Anonymous"""
2174,Lakeer Ka Fakeer,2013,Crime,"The film revolves around the lives of three friends-cum-petty crooks whose biggest crime is the fact that they reside in Mumbai's notorious area, where nefarious activities of the organized-crime syndicates take shape.",Zubair Khan,"Vinod Acharya, Vicky Ahuja, Saaikat Bagbaan, Ajaz Khan","Happy, Excitement, Frustration, Tired, Relaxed, Romantic",Hindi,Bollywood,Not available.,"No IMDb rating found for ""Lakeer Ka Fakeer"".",tt3031896,"""The film revolves around the lives of three friends-cum-petty crooks whose biggest crime is the fact that they reside in Mumbai's notorious area, where nefarious activities of the organized-crime syndicates take shape. Fakeer (Ajaz Khan) dreams of becoming a taxi driver in Dubai. Chotu Mobile (Javed Hyder) wants to set up his own mobile shop and Sulaiman (Vicky Ahuja) aspires to become a politician. However, their destiny is determined by their controversial residential address instead of their desires. It is said that sometimes your 'Address' speaks louder than you."""
2175,Yeh Dillagi,1994,"Comedy, Drama, Musical",A poor girl is rebuked by a rich boy. She leaves town to return successful and rich. He falls for her but his brother is already in love with the girl.,Naresh Malhotra,"Kajol, Akshay Kumar, Saif Ali Khan, Saeed Jaffrey","Romantic, Happy, Excited, Relaxed, Lonely, Frustrated",Hindi,Bollywood,164,5.8,tt0111793,"""A poor girl is rebuked by a rich boy. She leaves town to return successful and rich. He falls for her but his brother is already in love with the girl. Sapna (Kajol) was a frequent visitor to the Saigal mansion as her father was the most trusted driver of the family. She envied the rich, and wanted to be like them. When she is reminded of her social status by the super rich brat Vicky Saigal (Saif Ali Khan), she leaves town to make something of herself. Now she is back as a successful and wealthy model and Vicky sees her in a different light and falls for her. The problem is that his elder brother Vijay (Akshay Kumar) is already in Love with the same girl.—Official Source"""
2176,Suspect,2022,"Crime, Drama",Three bachelors used to stay in a row house. They are fond of illegal activities One of the bachelor takes revenge to other flatmates for Her family past. Her neighbour and family members end up saving her for her innocent revenge.,"Sudhir Tandel, Prakash Vora","Pritesh Bharucha, Mousumi Das, Kanika Gaba, Neeraj Gurjar","Anxious, Suspenseful, Intrigued, Nervous, Frustrated, Sympathetic",,,121,6.1,tt19386020,"""Three bachelors used to stay in a row house. They are fond of illegal activities One of the bachelor takes revenge to other flatmates for Her family past. Her neighbour and family members end up saving her for her innocent revenge."""
2177,Parwana,1971,"Romance, Thriller","Kumar Sen is an artist of eminence, a talented painter, and a renowned sculptor; and like the majority of his clan, he has a sensitive introvert. But no artist can achieve any degree of ...                See full summary »",Jyoti Swaroop,"Navin Nischol, Amitabh Bachchan, Yogeeta Bali, Om Prakash","Romantic, Sad, Hopeful, Melancholy, Nostalgic, Longing",Hindi,Bollywood,160,7.4,tt0067555,"""Kumar Sen is an artist of eminence, a talented painter, and a renowned sculptor; and like the majority of his clan, he has a sensitive introvert. But no artist can achieve any degree of brilliance in his work. Miss Asha Varma is the only niece of a retired, jovial old pensioner, Ashok Varma, and she is truly the light of Kumar's life. One stormy night, Kumar tries to hold Ashok Varma to his unsaid promise of giving him asha's hand in marriage. But the interview ends in unpleasantness for both of them, as angrily the old man ordered Kumar never to darken his doorstep again. Soon after Ashok Varma is strangled to death. Asha's beau Rajesh is arrested for Ashok's murder. The whole drama unfolds in court and truth prevails, who really murdered Ashok Varma and whether Rajesh is innocent or guilty.—Anonymous Renowned painter, Kumar Sen is not only talented but educated. His life takes a turn when he reaches up with Asha Varma, who is said to be the beautiful daughter of a retired, jovial old pensioner, Ashok Varma. She love him and he also love her, one stormy night Kumar trys to persuade Varma to let his daughter marry him but this is where the father decides to break all ties with Kumar and tells him not to enter his home again and hereafter this followed a series of events that might as well turn Varma and his daughter's life upside down.—gavin (gunmasterM@hotmail.com)"""
2178,#Mute,2023,Thriller,A lone divorcee sets the race against time to search for the person that shattered her life.,Prashantt Chandraah,"Archana Jois, Sidhaartha Maadhyamika, Aadukalam Naren, Tejus Venkatesh","Lonely, Anxious, Frustrated, Depressed, Tired, Sad",German,German Cinema,126,5.4,tt14781376,"""A lone divorcee sets the race against time to search for the person that shattered her life."""
2179,Gulaab Gang,2014,"Action, Drama",A fearless woman fights social injustice; creating a sanctuary for abused women and battling a crooked politician.,Soumik Sen,"Madhuri Dixit, Juhi Chawla, Divya Jagdale, Priyanka Bose","anger, defiance, empowerment, hope, fear, sadness",Hindi,Bollywood,119,5.1,tt2573750,"""A fearless woman fights social injustice; creating a sanctuary for abused women and battling a crooked politician. Rajjo has created an ashram (sanctuary) for girls and women. The youngest students are taught to read. The adults are given a chance for employment--grinding spices, weaving beautiful pink saris, and--when necessary--picking up weapons to fight social injustice. Rajjo and her rose-hued gang members are asked to back Sumitra Bagrecha, a politician whose grand promises inspire hope in Rajjo. But when Sumitra reveals her callous, greedy nature, the Gulaab Gang become her worst enemy.—L. Hamre"""
2180,Yaraana,1995,"Drama, Romance, Thriller",Lalita (Madhuri Dixit) catches the eye of J.B. (Raj Babbar) and he immediately falls in love with her and decides he must marry her. He bribes Lalita's uncle Madanlal (Tej Sapru) into ...                See full summary »,David Dhawan,"Rishi Kapoor, Madhuri Dixit, Raj Babbar, Kader Khan","Romantic, Happy, Excited, Sad, Lonely, Depressed",Hindi,Bollywood,148,5,tt0115009,"""Lalita (Madhuri Dixit) catches the eye of J.B. (Raj Babbar) and he immediately falls in love with her and decides he must marry her. He bribes Lalita's uncle Madanlal (Tej Sapru) into convincing Lalita to marry him. However, Lalita refuses and J.B. kidnaps her and forces her to marry him. One fateful night, Lalita manages to escape and she meets Raj (Rishi Kapoor) whose family consists of an olderly grandfather (Kader Khan) who dotes on him and wants him to get married at any cost. Raj and Lalita fall in love with each other and his grandfather also approves of Lalita. Raj and Lalita are about to get married. However, J.B. grows wise of Lalita's whereabouts and in no time he tracks her down. J.B. reveals to Raj and his grandfather about Lalita's true identity which was just one side of a coin. J.B. forcibly takes Lalita with him and Lalita agrees to stay with him forever to save her chastity and honour. But will she be able to live with an overpowering and cruel man like J.B.? Will Raj ever be able to find out the truth about Lalita's past? Lalita (Madhuri Dixit) is married under duress from her maternal uncle, Madhi (Tej Sapru) to a cruel and possessive man, JB (Raj Babbar). He loves Lalita, but keeps her like a bird in a cage, hovering over and dominating her. Lalita runs away and enters the lives of Raj (Rishi Kapoor), his grandfather (Kader Khan), and Kaki (Dina Pathak). In order to hide her identity, she calls herself Shikha. Eventually, the family grow fond of Shikha, and Raj and she also fall in love. Raj's grandfather plans to marry Shikha off to Raj, when JB shows up and tells the family about the real identity of Shikha, and of her marital status, which Madhi quickly collaborates. The family is shocked to find out that Shikha has been lying to them. JB takes Lalita with him, and Lalita agrees to be his dutiful wife for ever. But will Raj forget his Shikha? And did Lalita really mean when she said she would be a dutiful wife to JB?—rAjOo (gunwanti@hotmail.com)"""
2181,MSG: The Messenger of God,2015,"Action, Comedy, Drama",Guru Ji is a social reformer who works to help people fight against social evils.,"Jeetu Arora, Gurmeet Ram Rahim Singh","Gurmeet Ram Rahim Singh, Daniel Kaleb, Flora Saini, Jayshree Soni","Awe, Devotion, Triumph, Euphoria, Righteousness, Hope",Hindi,Bollywood,167,3.3,tt4107858,"""Guru Ji is a social reformer who works to help people fight against social evils. Guru Ji is a spiritual leader who has a huge follower base. He has accepted the challenge of eradicating social evils including drugs and gender-related issues that have been prevailing in the society. Those with vested interest and apathetic towards the welfare of the society are now disturbed as there's someone who has taken control of the situation. They conspire to kill him.—Agrim Koundal"""
2182,Kaantha,,,Plot under wraps.,Selvamani Selvaraj,Dulquer Salmaan,"Nostalgia, Melancholy, Hope, Love, Longing, Peace",Tamil,Kollywood,136,Error,tt28508934,"""In 1950s Madras, lives intertwine against a backdrop of social transformation during India's post-independence era."""
